地域,可用区,机型,CPU(核),内存(G),按量T1(元/小时),按量T2(元/小时),按量T3(元/小时),标准月价(元),包月(元),包年(元),3年(元),5年(元)
硅谷,硅谷二区,标准型S5,1,2,0.24,0.24,0.24,113,113,1125.48,2034,3390
硅谷,硅谷二区,标准型S5,1,4,0.31,0.31,0.31,150,150,1494,2700,4500
硅谷,硅谷二区,标准型S5,2,4,0.47,0.47,0.47,226,226,2250.96,4068,6780
硅谷,硅谷二区,标准型S5,2,8,0.63,0.63,0.63,300,300,2988,5400,9000
硅谷,硅谷二区,标准型S5,4,8,0.83,0.83,0.83,400,400,3984,7200,12000
硅谷,硅谷二区,标准型S5,4,16,1.25,1.25,1.25,600,600,5976,10800,18000
硅谷,硅谷二区,标准型S5,8,16,1.67,1.67,1.67,800,800,7968,14400,24000
硅谷,硅谷二区,标准型S5,8,32,2.5,2.5,2.5,1200,1200,11952,21600,36000
硅谷,硅谷二区,标准型S5,12,24,2.5,2.5,2.5,1200,1200,11952,21600,36000
硅谷,硅谷二区,标准型S5,16,32,3.33,3.33,3.33,1600,1600,15936,28800,48000
硅谷,硅谷二区,标准型S5,16,64,5,5,5,2400,2400,23904,43200,72000
硅谷,硅谷二区,标准型S5,24,48,5,5,5,2400,2400,23904,43200,72000
硅谷,硅谷二区,标准型S5,24,96,7.5,7.5,7.5,3600,3600,35856,64800,108000
硅谷,硅谷二区,标准型S5,32,64,6.67,6.67,6.67,3200,3200,31872,57600,96000
硅谷,硅谷二区,标准型S5,32,128,10,10,10,4800,4800,47808,86400,144000
硅谷,硅谷二区,标准型S5,48,96,10,10,10,4800,4800,47808,86400,144000
硅谷,硅谷二区,标准型S5,48,192,15,15,15,7200,7200,71712,129600,216000
硅谷,硅谷二区,标准型S5,64,256,20,20,20,9600,9600,95616,172800,288000
硅谷,硅谷一区,标准型S3,1,1,0.11,0.05,0.04,56,56,557.76,1008,1680
硅谷,硅谷一区,标准型S3,1,2,0.22,0.11,0.07,113,113,1125.48,2034,3390
硅谷,硅谷一区,标准型S3,1,4,0.3,0.15,0.1,156,156,1553.76,2808,4680
硅谷,硅谷一区,标准型S3,2,4,0.44,0.22,0.15,226,226,2250.96,4068,6780
硅谷,硅谷一区,标准型S3,2,8,0.61,0.3,0.21,312,312,3107.52,5616,9360
硅谷,硅谷一区,标准型S3,4,8,0.81,0.4,0.27,416,416,4143.36,7488,12480
硅谷,硅谷一区,标准型S3,4,16,1.21,0.61,0.41,624,624,6215.04,11232,18720
硅谷,硅谷一区,标准型S3,8,16,1.62,0.81,0.55,832,832,8286.72,14976,24960
硅谷,硅谷一区,标准型S3,8,32,2.43,1.21,0.82,1248,1248,12430.08,22464,37440
硅谷,硅谷一区,标准型S3,12,24,2.43,1.21,0.82,1248,1248,12430.08,22464,37440
硅谷,硅谷一区,标准型S3,12,48,3.64,1.82,1.24,1872,1872,18645.12,33696,56160
硅谷,硅谷一区,标准型S3,16,32,3.24,1.62,1.1,1664,1664,16573.44,29952,49920
硅谷,硅谷一区,标准型S3,16,64,4.85,2.43,1.65,2496,2496,24860.16,44928,74880
硅谷,硅谷一区,标准型S3,24,48,4.85,2.43,1.65,2496,2496,24860.16,44928,74880
硅谷,硅谷一区,标准型S3,24,96,7.28,3.64,2.47,3744,3744,37290.24,67392,112320
硅谷,硅谷一区,标准型S3,32,64,6.47,3.23,2.2,3328,3328,33146.88,59904,99840
硅谷,硅谷一区,标准型S3,32,128,9.71,4.85,3.3,4992,4992,49720.32,89856,149760
硅谷,硅谷一区,标准型S3,48,96,9.71,4.85,3.3,4992,4992,49720.32,89856,149760
硅谷,硅谷一区,标准型S3,48,192,14.56,7.28,4.95,7488,7488,74580.48,134784,224640
硅谷,硅谷二区,标准型S3,64,256,19.41,9.7,6.6,9984,9984,99440.64,179712,299520
硅谷,硅谷一区,标准型S3,80,320,24.26,12.13,8.25,12480,12480,124300.8,224640,374400
硅谷,硅谷一区,标准型S2,1,1,0.11,0.05,0.04,56,56,557.76,1008,1680
硅谷,硅谷一区,标准型S2,1,2,0.21,0.11,0.07,113,113,1125.48,2034,3390
硅谷,硅谷一区,标准型S2,2,4,0.43,0.21,0.14,226,226,2250.96,4068,6780
硅谷,硅谷一区,标准型S2,2,8,0.77,0.38,0.26,396,396,3944.16,7128,11880
硅谷,硅谷一区,标准型S2,4,8,1.02,0.51,0.35,528,528,5258.88,9504,15840
硅谷,硅谷一区,标准型S2,4,16,1.54,0.77,0.52,792,792,7888.32,14256,23760
硅谷,硅谷一区,标准型S2,8,16,2.05,1.02,0.7,1056,1056,10517.76,19008,31680
硅谷,硅谷一区,标准型S2,8,32,3.07,1.54,1.04,1584,1584,15776.64,28512,47520
硅谷,硅谷一区,标准型S2,12,24,3.07,1.54,1.04,1584,1584,15776.64,28512,47520
硅谷,硅谷一区,标准型S2,12,48,4.61,2.3,1.57,2376,2376,23664.96,42768,71280
硅谷,硅谷一区,标准型S2,16,32,4.1,2.05,1.39,2112,2112,21035.52,38016,63360
硅谷,硅谷一区,标准型S2,16,64,6.14,3.07,2.09,3168,3168,31553.28,57024,95040
硅谷,硅谷一区,标准型S2,24,48,6.14,3.07,2.09,3168,3168,31553.28,57024,95040
硅谷,硅谷一区,标准型S2,24,96,9.22,4.61,3.13,4752,4752,47329.92,85536,142560
硅谷,硅谷二区,标准型S2,32,64,8.19,4.1,2.78,4224,4224,42071.04,76032,126720
硅谷,硅谷一区,标准型S2,32,128,12.29,6.14,4.18,6336,6336,63106.56,114048,190080
硅谷,硅谷二区,标准型S2,56,224,21.51,10.75,7.31,11088,11088,110436.48,199584,332640
硅谷,硅谷一区,标准型S1,1,1,0.1,0.05,0.03,54,54,537.84,972,1620
硅谷,硅谷一区,标准型S1,1,2,0.2,0.1,0.07,106,106,1055.76,1908,3180
硅谷,硅谷一区,标准型S1,1,4,0.36,0.18,0.12,186,186,1852.56,3348,5580
硅谷,硅谷一区,标准型S1,2,2,0.36,0.18,0.12,186,186,1852.56,3348,5580
硅谷,硅谷一区,标准型S1,2,4,0.4,0.2,0.14,212,212,2111.52,3816,6360
硅谷,硅谷一区,标准型S1,2,8,0.72,0.36,0.25,372,372,3705.12,6696,11160
硅谷,硅谷一区,标准型S1,2,12,0.96,0.48,0.33,496,496,4940.16,8928,14880
硅谷,硅谷一区,标准型S1,4,4,0.72,0.36,0.25,372,372,3705.12,6696,11160
硅谷,硅谷一区,标准型S1,4,8,0.96,0.48,0.33,496,496,4940.16,8928,14880
硅谷,硅谷一区,标准型S1,4,16,1.44,0.72,0.49,744,744,7410.24,13392,22320
硅谷,硅谷一区,标准型S1,8,16,1.93,0.96,0.66,992,992,9880.32,17856,29760
硅谷,硅谷一区,标准型S1,8,32,2.89,1.44,0.98,1488,1488,14820.48,26784,44640
硅谷,硅谷一区,标准型S1,12,24,2.89,1.45,0.98,1488,1488,14820.48,26784,44640
硅谷,硅谷一区,标准型S1,12,48,4.33,2.17,1.47,2232,2232,22230.72,40176,66960
硅谷,硅谷一区,标准型S1,16,32,3.86,1.93,1.31,1984,1984,19760.64,35712,59520
硅谷,硅谷一区,标准型S1,16,64,5.78,2.89,1.96,2976,2976,29640.96,53568,89280
硅谷,硅谷一区,标准型S1,24,48,5.78,2.89,1.97,2976,2976,29640.96,53568,89280
硅谷,硅谷一区,标准型S1,32,64,7.71,3.86,2.62,3968,3968,39521.28,71424,119040
硅谷,硅谷一区,标准型S1,48,96,11.57,5.78,3.93,5952,5952,59281.92,107136,178560
硅谷,硅谷二区,高IO型IT5,16,64,5.51,5.51,5.51,2835,2835,28236.6,51030,85050
硅谷,硅谷二区,高IO型IT5,32,128,11.02,11.02,11.02,5670,5670,56473.2,102060,170100
硅谷,硅谷二区,高IO型IT5,64,256,22.05,22.05,22.05,11340,11340,112946.4,204120,340200
硅谷,硅谷二区,内存型M5,1,8,0.39,0.39,0.39,187,187,1862.52,3366,5610
硅谷,硅谷二区,内存型M5,2,16,0.78,0.78,0.78,374,374,3725.04,6732,11220
硅谷,硅谷二区,内存型M5,4,32,1.56,1.56,1.56,748,748,7450.08,13464,22440
硅谷,硅谷二区,内存型M5,8,64,3.12,3.12,3.12,1496,1496,14900.16,26928,44880
硅谷,硅谷二区,内存型M5,12,96,4.68,4.68,4.68,2244,2244,22350.24,40392,67320
硅谷,硅谷二区,内存型M5,16,128,6.23,6.23,6.23,2992,2992,29800.32,53856,89760
硅谷,硅谷二区,内存型M5,24,192,9.35,9.35,9.35,4488,4488,44700.48,80784,134640
硅谷,硅谷二区,内存型M5,32,256,12.47,12.47,12.47,5984,5984,59600.64,107712,179520
硅谷,硅谷二区,内存型M5,64,512,24.94,24.94,24.94,11968,11968,119201.28,215424,359040
硅谷,硅谷二区,内存型M5,84,700,33.72,33.72,33.72,16184,16184,161192.64,291312,485520
硅谷,硅谷二区,内存型M3,1,8,0.43,0.21,0.15,220,220,2191.2,3960,6600
硅谷,硅谷二区,内存型M3,2,16,0.86,0.43,0.29,440,440,4382.4,7920,13200
硅谷,硅谷二区,内存型M3,4,32,1.71,0.86,0.58,880,880,8764.8,15840,26400
硅谷,硅谷二区,内存型M3,8,64,3.42,1.71,1.16,1760,1760,17529.6,31680,52800
硅谷,硅谷二区,内存型M3,12,96,5.13,2.57,1.74,2640,2640,26294.4,47520,79200
硅谷,硅谷二区,内存型M3,12,144,7,3.5,2.38,3600,3600,35856,64800,108000
硅谷,硅谷二区,内存型M3,16,128,6.84,3.42,2.33,3520,3520,35059.2,63360,105600
硅谷,硅谷二区,内存型M3,16,192,9.33,4.67,3.17,4800,4800,47808,86400,144000
硅谷,硅谷二区,内存型M3,24,192,10.27,5.13,3.49,5280,5280,52588.8,95040,158400
硅谷,硅谷二区,内存型M3,32,256,13.69,6.84,4.65,7040,7040,70118.4,126720,211200
硅谷,硅谷二区,内存型M2,1,8,0.43,0.21,0.15,220,220,2191.2,3960,6600
硅谷,硅谷二区,内存型M2,2,16,0.86,0.43,0.29,440,440,4382.4,7920,13200
硅谷,硅谷二区,内存型M2,4,32,1.72,0.86,0.58,880,880,8764.8,15840,26400
硅谷,硅谷二区,内存型M2,8,64,3.43,1.72,1.17,1760,1760,17529.6,31680,52800
硅谷,硅谷二区,内存型M2,12,96,5.15,2.58,1.75,2640,2640,26294.4,47520,79200
硅谷,硅谷二区,内存型M2,16,128,6.86,3.43,2.33,3520,3520,35059.2,63360,105600
硅谷,硅谷二区,内存型M2,24,192,10.29,5.15,3.5,5280,5280,52588.8,95040,158400
硅谷,硅谷二区,内存型M2,32,256,13.72,6.87,4.66,7040,7040,70118.4,126720,211200
硅谷,硅谷二区,内存型M2,48,384,20.59,10.3,7,10560,10560,105177.6,190080,316800
硅谷,硅谷二区,内存型M2,56,448,24.02,12.02,8.16,12320,12320,122707.2,221760,369600
硅谷,硅谷一区,计算型C4,2,4,0.5,0.5,0.5,256,256,2549.76,4608,7680
硅谷,硅谷二区,计算型C4,4,8,1,1,1,512,512,5099.52,9216,15360
硅谷,硅谷二区,计算型C4,4,16,1.49,1.49,1.49,768,768,7649.28,13824,23040
硅谷,硅谷二区,计算型C4,8,16,1.99,1.99,1.99,1024,1024,10199.04,18432,30720
硅谷,硅谷二区,计算型C4,8,32,2.99,2.99,2.99,1536,1536,15298.56,27648,46080
硅谷,硅谷一区,计算型C4,16,32,3.98,3.98,3.98,2048,2048,20398.08,36864,61440
硅谷,硅谷二区,计算型C4,16,64,5.97,5.97,5.97,3072,3072,30597.12,55296,92160
硅谷,硅谷一区,计算型C4,32,64,7.96,7.96,7.96,4096,4096,40796.16,73728,122880
硅谷,硅谷一区,计算型C4,32,128,11.95,11.95,11.95,6144,6144,61194.24,110592,184320
硅谷,硅谷二区,计算型C4,32,174,14.81,14.81,14.81,7616,7616,75855.36,137088,228480
硅谷,硅谷二区,计算型C4,32,256,19.91,19.91,19.91,10240,10240,101990.4,184320,307200
硅谷,硅谷二区,计算型C4,64,256,23.89,23.89,23.89,12288,12288,122388.48,221184,368640
硅谷,硅谷二区,计算型C4,64,348,29.61,29.61,29.61,15232,15232,151710.72,274176,456960
硅谷,硅谷一区,计算型C3,4,8,1.24,0.62,0.42,640,640,6374.4,11520,19200
硅谷,硅谷一区,计算型C3,4,16,1.87,0.93,0.63,960,960,9561.6,17280,28800
硅谷,硅谷一区,计算型C3,8,16,2.49,1.24,0.85,1280,1280,12748.8,23040,38400
硅谷,硅谷一区,计算型C3,8,32,3.73,1.87,1.27,1920,1920,19123.2,34560,57600
硅谷,硅谷一区,计算型C3,16,32,4.98,2.49,1.69,2560,2560,25497.6,46080,76800
硅谷,硅谷一区,计算型C3,16,64,7.47,3.73,2.54,3840,3840,38246.4,69120,115200
硅谷,硅谷一区,计算型C3,32,64,9.95,4.98,3.39,5120,5120,50995.2,92160,153600
硅谷,硅谷一区,计算型C3,32,128,14.93,7.46,5.08,7680,7680,76492.8,138240,230400
硅谷,硅谷一区,计算型C2,4,8,1.24,0.62,0.42,640,640,6374.4,11520,19200
硅谷,硅谷二区,计算型C2,4,16,1.87,0.93,0.64,960,960,9561.6,17280,28800
硅谷,硅谷一区,计算型C2,8,16,2.49,1.25,0.85,1280,1280,12748.8,23040,38400
硅谷,硅谷二区,计算型C2,8,32,3.73,1.87,1.27,1920,1920,19123.2,34560,57600
硅谷,硅谷一区,计算型C2,16,32,4.98,2.49,1.69,2560,2560,25497.6,46080,76800
硅谷,硅谷二区,计算型C2,16,64,7.47,3.74,2.54,3840,3840,38246.4,69120,115200
硅谷,硅谷二区,计算型C2,32,96,12.45,6.23,4.23,6400,6400,63744,115200,192000
硅谷,硅谷二区,GPU计算型GN7,4,20,2.79,1.4,0.95,1340.75,1340.75,13353.82,24133.41,40222.35
硅谷,硅谷二区,GPU计算型GN7,8,32,7.16,3.58,2.43,3437.7,3437.7,34239.49,61878.6,103131
硅谷,硅谷二区,GPU计算型GN7,10,40,5.73,2.86,1.95,2750.25,2750.25,27392.49,49504.5,82507.5
硅谷,硅谷二区,GPU计算型GN7,20,80,11.46,5.73,3.89,5500.5,5500.5,54784.98,99009,165015
硅谷,硅谷二区,GPU计算型GN7,32,128,15.75,7.87,5.35,7563.3,7563.3,75330.47,136139.4,226899
硅谷,硅谷二区,GPU计算型GN7,40,160,22.91,11.45,7.79,11001,11001,109569.96,198018,330030
硅谷,硅谷二区,GPU计算型GN7,80,320,45.83,22.91,15.58,22002,22002,219139.92,396036,660060
硅谷,硅谷一区,GPU计算型GN8,6,56,15.54,12.43,10.88,7460,7460,74301.6,187992,313320
硅谷,硅谷一区,GPU计算型GN8,14,112,31.5,25.2,22.05,15120,15120,150595.2,381024,635040
硅谷,硅谷一区,GPU计算型GN8,28,224,62.99,50.4,44.1,30240,30240,301190.4,762048,1270080
硅谷,硅谷一区,GPU计算型GN8,56,448,125.98,100.79,88.2,60480,60480,602380.8,1524096,2540160
硅谷,硅谷二区,GPU计算型GN10X,8,40,17.14,17.14,17.14,8225,8225,81921,148050,246750
硅谷,硅谷二区,GPU计算型GN10X,36,160,68.75,68.75,68.75,33000,33000,328680,594000,990000
硅谷,硅谷二区,GPU计算型GN10X,72,320,137.5,137.5,137.5,66000,66000,657360,1188000,1980000
硅谷,硅谷一区,大数据型D1,56,224,24.5,14,10.64,11760,11760,117129.6,211680,352800
硅谷,硅谷二区,高IO型黑石物理服务器BMI5,96,384,25.39,25.39,25.39,18280,18280,182068.8,329040,548400
硅谷,硅谷二区,GPU型黑石物理服务器BMG5t,96,384,45.59,45.59,45.59,32824,32824,326927.04,590832,984720
弗吉尼亚,弗吉尼亚二区,标准型S5,1,1,0.08,0.08,0.08,38,38,378.48,684,1140
弗吉尼亚,弗吉尼亚二区,标准型S5,1,2,0.16,0.16,0.16,76,76,756.96,1368,2280
弗吉尼亚,弗吉尼亚二区,标准型S5,1,4,0.3,0.3,0.3,144,144,1434.24,2592,4320
弗吉尼亚,弗吉尼亚二区,标准型S5,2,4,0.32,0.32,0.32,152,152,1513.92,2736,4560
弗吉尼亚,弗吉尼亚二区,标准型S5,2,8,0.6,0.6,0.6,288,288,2868.48,5184,8640
弗吉尼亚,弗吉尼亚二区,标准型S5,4,8,0.8,0.8,0.8,384,384,3824.64,6912,11520
弗吉尼亚,弗吉尼亚二区,标准型S5,4,16,1.2,1.2,1.2,576,576,5736.96,10368,17280
弗吉尼亚,弗吉尼亚二区,标准型S5,8,16,1.6,1.6,1.6,768,768,7649.28,13824,23040
弗吉尼亚,弗吉尼亚二区,标准型S5,8,32,2.4,2.4,2.4,1152,1152,11473.92,20736,34560
弗吉尼亚,弗吉尼亚二区,标准型S5,12,24,2.4,2.4,2.4,1152,1152,11473.92,20736,34560
弗吉尼亚,弗吉尼亚二区,标准型S5,16,32,3.2,3.2,3.2,1536,1536,15298.56,27648,46080
弗吉尼亚,弗吉尼亚二区,标准型S5,16,64,4.8,4.8,4.8,2304,2304,22947.84,41472,69120
弗吉尼亚,弗吉尼亚二区,标准型S5,24,48,4.8,4.8,4.8,2304,2304,22947.84,41472,69120
弗吉尼亚,弗吉尼亚二区,标准型S5,24,96,7.2,7.2,7.2,3456,3456,34421.76,62208,103680
弗吉尼亚,弗吉尼亚二区,标准型S5,32,64,6.4,6.4,6.4,3072,3072,30597.12,55296,92160
弗吉尼亚,弗吉尼亚二区,标准型S5,32,128,9.6,9.6,9.6,4608,4608,45895.68,82944,138240
弗吉尼亚,弗吉尼亚二区,标准型S5,48,96,9.6,9.6,9.6,4608,4608,45895.68,82944,138240
弗吉尼亚,弗吉尼亚二区,标准型S5,48,192,14.4,14.4,14.4,6912,6912,68843.52,124416,207360
弗吉尼亚,弗吉尼亚二区,标准型S5,64,256,19.2,19.2,19.2,9216,9216,91791.36,165888,276480
弗吉尼亚,弗吉尼亚二区,标准型S3,1,1,0.08,0.04,0.03,38,38,378.48,684,1140
弗吉尼亚,弗吉尼亚二区,标准型S3,1,2,0.16,0.08,0.05,76,76,756.96,1368,2280
弗吉尼亚,弗吉尼亚二区,标准型S3,1,4,0.3,0.15,0.1,144,144,1434.24,2592,4320
弗吉尼亚,弗吉尼亚二区,标准型S3,2,4,0.32,0.16,0.11,152,152,1513.92,2736,4560
弗吉尼亚,弗吉尼亚二区,标准型S3,2,8,0.6,0.3,0.2,288,288,2868.48,5184,8640
弗吉尼亚,弗吉尼亚二区,标准型S3,4,8,0.8,0.4,0.27,384,384,3824.64,6912,11520
弗吉尼亚,弗吉尼亚二区,标准型S3,4,16,1.2,0.6,0.41,576,576,5736.96,10368,17280
弗吉尼亚,弗吉尼亚二区,标准型S3,8,16,1.6,0.8,0.54,768,768,7649.28,13824,23040
弗吉尼亚,弗吉尼亚二区,标准型S3,8,32,2.4,1.2,0.82,1152,1152,11473.92,20736,34560
弗吉尼亚,弗吉尼亚二区,标准型S3,12,24,2.4,1.2,0.82,1152,1152,11473.92,20736,34560
弗吉尼亚,弗吉尼亚二区,标准型S3,12,48,3.6,1.8,1.22,1728,1728,17210.88,31104,51840
弗吉尼亚,弗吉尼亚二区,标准型S3,16,32,3.2,1.6,1.09,1536,1536,15298.56,27648,46080
弗吉尼亚,弗吉尼亚二区,标准型S3,16,64,4.8,2.4,1.63,2304,2304,22947.84,41472,69120
弗吉尼亚,弗吉尼亚二区,标准型S3,24,48,4.8,2.4,1.63,2304,2304,22947.84,41472,69120
弗吉尼亚,弗吉尼亚二区,标准型S3,24,96,7.2,3.6,2.45,3456,3456,34421.76,62208,103680
弗吉尼亚,弗吉尼亚二区,标准型S3,32,64,6.4,3.2,2.17,3072,3072,30597.12,55296,92160
弗吉尼亚,弗吉尼亚二区,标准型S3,32,128,9.6,4.8,3.26,4608,4608,45895.68,82944,138240
弗吉尼亚,弗吉尼亚二区,标准型S3,48,96,9.6,4.8,3.26,4608,4608,45895.68,82944,138240
弗吉尼亚,弗吉尼亚二区,标准型S3,48,192,14.4,7.2,4.89,6912,6912,68843.52,124416,207360
弗吉尼亚,弗吉尼亚二区,标准型S3,64,256,19.2,9.6,6.52,9216,9216,91791.36,165888,276480
弗吉尼亚,弗吉尼亚二区,标准型S3,80,320,24,12,8.16,11520,11520,114739.2,207360,345600
弗吉尼亚,弗吉尼亚一区,标准型S2,1,1,0.08,0.04,0.03,42,42,418.32,756,1260
弗吉尼亚,弗吉尼亚一区,标准型S2,1,2,0.16,0.08,0.06,85,85,846.6,1530,2550
弗吉尼亚,弗吉尼亚一区,标准型S2,2,4,0.33,0.17,0.11,170,170,1693.2,3060,5100
弗吉尼亚,弗吉尼亚一区,标准型S2,2,8,0.6,0.3,0.2,309,309,3077.64,5562,9270
弗吉尼亚,弗吉尼亚一区,标准型S2,4,8,0.8,0.4,0.27,412,412,4103.52,7416,12360
弗吉尼亚,弗吉尼亚一区,标准型S2,4,16,1.2,0.6,0.41,618,618,6155.28,11124,18540
弗吉尼亚,弗吉尼亚一区,标准型S2,8,16,1.6,0.8,0.54,824,824,8207.04,14832,24720
弗吉尼亚,弗吉尼亚一区,标准型S2,8,32,2.4,1.2,0.82,1236,1236,12310.56,22248,37080
弗吉尼亚,弗吉尼亚一区,标准型S2,12,24,2.4,1.2,0.82,1236,1236,12310.56,22248,37080
弗吉尼亚,弗吉尼亚一区,标准型S2,12,48,3.6,1.8,1.22,1854,1854,18465.84,33372,55620
弗吉尼亚,弗吉尼亚一区,标准型S2,16,32,3.2,1.6,1.09,1648,1648,16414.08,29664,49440
弗吉尼亚,弗吉尼亚一区,标准型S2,16,64,4.8,2.4,1.63,2472,2472,24621.12,44496,74160
弗吉尼亚,弗吉尼亚一区,标准型S2,24,48,4.8,2.4,1.63,2472,2472,24621.12,44496,74160
弗吉尼亚,弗吉尼亚一区,标准型S2,24,96,7.2,3.6,2.45,3708,3708,36931.68,66744,111240
弗吉尼亚,弗吉尼亚一区,标准型S2,32,64,6.4,3.2,2.17,3296,3296,32828.16,59328,98880
弗吉尼亚,弗吉尼亚一区,标准型S2,32,128,9.6,4.8,3.26,4944,4944,49242.24,88992,148320
弗吉尼亚,弗吉尼亚一区,标准型S2,56,224,16.8,8.4,5.71,8652,8652,86173.92,155736,259560
弗吉尼亚,弗吉尼亚二区,内存型M5,1,8,0.4,0.4,0.4,194,194,1932.24,3492,5820
弗吉尼亚,弗吉尼亚二区,内存型M5,2,16,0.81,0.81,0.81,388,388,3864.48,6984,11640
弗吉尼亚,弗吉尼亚二区,内存型M5,4,32,1.62,1.62,1.62,776,776,7728.96,13968,23280
弗吉尼亚,弗吉尼亚二区,内存型M5,8,64,3.23,3.23,3.23,1552,1552,15457.92,27936,46560
弗吉尼亚,弗吉尼亚二区,内存型M5,12,96,4.85,4.85,4.85,2328,2328,23186.88,41904,69840
弗吉尼亚,弗吉尼亚二区,内存型M5,16,128,6.47,6.47,6.47,3104,3104,30915.84,55872,93120
弗吉尼亚,弗吉尼亚二区,内存型M5,24,192,9.7,9.7,9.7,4656,4656,46373.76,83808,139680
弗吉尼亚,弗吉尼亚二区,内存型M5,32,256,12.94,12.94,12.94,6208,6208,61831.68,111744,186240
弗吉尼亚,弗吉尼亚二区,内存型M3,1,8,0.41,0.21,0.14,196,196,1952.16,3528,5880
弗吉尼亚,弗吉尼亚二区,内存型M3,2,16,0.82,0.41,0.28,392,392,3904.32,7056,11760
弗吉尼亚,弗吉尼亚二区,内存型M3,4,32,1.65,0.82,0.56,784,784,7808.64,14112,23520
弗吉尼亚,弗吉尼亚二区,内存型M3,8,64,3.3,1.65,1.12,1568,1568,15617.28,28224,47040
弗吉尼亚,弗吉尼亚二区,内存型M3,12,96,4.95,2.47,1.68,2352,2352,23425.92,42336,70560
弗吉尼亚,弗吉尼亚二区,内存型M3,12,144,6.77,3.39,2.3,3216,3216,32031.36,57888,96480
弗吉尼亚,弗吉尼亚二区,内存型M3,16,128,6.59,3.3,2.24,3136,3136,31234.56,56448,94080
弗吉尼亚,弗吉尼亚二区,内存型M3,16,192,9.03,4.51,3.07,4288,4288,42708.48,77184,128640
弗吉尼亚,弗吉尼亚二区,内存型M3,32,256,13.19,6.59,4.48,6272,6272,62469.12,112896,188160
弗吉尼亚,弗吉尼亚二区,内存型M3,32,384,18.05,9.03,6.14,8576,8576,85416.96,154368,257280
弗吉尼亚,弗吉尼亚二区,内存型M3,64,512,26.38,13.19,8.97,12544,12544,124938.24,225792,376320
弗吉尼亚,弗吉尼亚一区,内存型M2,1,8,0.4,0.2,0.13,206.25,206.25,2054.25,3712.5,6187.5
弗吉尼亚,弗吉尼亚一区,内存型M2,2,16,0.79,0.4,0.27,412.5,412.5,4108.5,7425,12375
弗吉尼亚,弗吉尼亚一区,内存型M2,4,32,1.59,0.79,0.54,825,825,8217,14850,24750
弗吉尼亚,弗吉尼亚一区,内存型M2,8,64,3.18,1.59,1.08,1650,1650,16434,29700,49500
弗吉尼亚,弗吉尼亚一区,内存型M2,12,96,4.76,2.38,1.62,2475,2475,24651,44550,74250
弗吉尼亚,弗吉尼亚一区,内存型M2,16,128,6.35,3.18,2.16,3300,3300,32868,59400,99000
弗吉尼亚,弗吉尼亚一区,内存型M2,24,192,9.53,4.76,3.24,4950,4950,49302,89100,148500
弗吉尼亚,弗吉尼亚一区,内存型M2,32,256,12.7,6.35,4.32,6600,6600,65736,118800,198000
弗吉尼亚,弗吉尼亚一区,内存型M2,48,384,19.06,9.53,6.48,9900,9900,98604,178200,297000
弗吉尼亚,弗吉尼亚一区,内存型M2,56,448,22.23,11.12,7.56,11550,11550,115038,207900,346500
弗吉尼亚,弗吉尼亚二区,计算网络增强型CN3,4,8,0.92,0.46,0.31,440,440,4382.4,7920,13200
弗吉尼亚,弗吉尼亚二区,计算网络增强型CN3,4,16,1.37,0.69,0.47,660,660,6573.6,11880,19800
弗吉尼亚,弗吉尼亚二区,计算网络增强型CN3,8,16,1.83,0.92,0.62,880,880,8764.8,15840,26400
弗吉尼亚,弗吉尼亚二区,计算网络增强型CN3,8,32,2.75,1.38,0.93,1320,1320,13147.2,23760,39600
弗吉尼亚,弗吉尼亚二区,计算网络增强型CN3,16,32,3.67,1.83,1.25,1760,1760,17529.6,31680,52800
弗吉尼亚,弗吉尼亚二区,计算网络增强型CN3,16,64,5.5,2.75,1.87,2640,2640,26294.4,47520,79200
弗吉尼亚,弗吉尼亚二区,计算网络增强型CN3,32,64,7.33,3.67,2.49,3520,3520,35059.2,63360,105600
弗吉尼亚,弗吉尼亚二区,计算网络增强型CN3,32,128,11,5.5,3.74,5280,5280,52588.8,95040,158400
弗吉尼亚,弗吉尼亚二区,计算网络增强型CN3,48,160,14.66,7.33,4.99,7040,7040,70118.4,126720,211200
弗吉尼亚,弗吉尼亚二区,计算型C3,2,4,0.46,0.23,0.16,220,220,2191.2,3960,6600
弗吉尼亚,弗吉尼亚一区,计算型C3,4,8,0.92,0.46,0.31,440,440,4382.4,7920,13200
弗吉尼亚,弗吉尼亚一区,计算型C3,4,16,1.37,0.69,0.47,660,660,6573.6,11880,19800
弗吉尼亚,弗吉尼亚一区,计算型C3,8,16,1.83,0.92,0.62,880,880,8764.8,15840,26400
弗吉尼亚,弗吉尼亚一区,计算型C3,8,32,2.75,1.38,0.93,1320,1320,13147.2,23760,39600
弗吉尼亚,弗吉尼亚一区,计算型C3,16,32,3.67,1.83,1.25,1760,1760,17529.6,31680,52800
弗吉尼亚,弗吉尼亚一区,计算型C3,16,64,5.5,2.75,1.87,2640,2640,26294.4,47520,79200
弗吉尼亚,弗吉尼亚一区,计算型C3,32,64,7.33,3.67,2.49,3520,3520,35059.2,63360,105600
弗吉尼亚,弗吉尼亚一区,计算型C3,32,128,11,5.5,3.74,5280,5280,52588.8,95040,158400
弗吉尼亚,弗吉尼亚一区,计算型C2,4,8,0.92,0.46,0.31,472,472,4701.12,8496,14160
