地域,可用区,系统,机型,规格,CPU(核),内存(G),按量T1(元/小时),按量T2(元/小时),按量T3(元/小时),标准月价(元),包月(元),包年(元),3年(元),5年(元)
首尔,首尔一区,WINDOWS,计算型C3,C3.LARGE16,4,16,3.69,1.84,1.25,1896,1896,18884.16,34128,56880
首尔,首尔一区,WINDOWS,计算型C3,C3.2XLARGE16,8,16,4.88,2.44,1.66,2512,2512,25019.52,45216,75360
首尔,首尔一区,WINDOWS,计算型C3,C3.2XLARGE32,8,32,7.37,3.69,2.51,3792,3792,37768.32,68256,113760
首尔,首尔一区,WINDOWS,计算型C3,C3.4XLARGE32,16,32,9.77,4.88,3.32,5024,5024,50039.04,90432,150720
首尔,首尔一区,WINDOWS,计算型C3,C3.4XLARGE64,16,64,14.75,7.37,5.01,7584,7584,75536.64,136512,227520
首尔,首尔一区,WINDOWS,计算型C3,C3.8XLARGE64,32,64,19.54,9.77,6.64,10048,10048,100078.08,180864,301440
首尔,首尔一区,WINDOWS,计算型C3,C3.8XLARGE128,32,128,29.49,14.74,10.03,15168,15168,151073.28,273024,455040
首尔,首尔一区,WINDOWS,计算型C2,C2.LARGE8,4,8,2.49,1.24,0.85,1280,1280,12748.8,23040,38400
首尔,首尔一区,WINDOWS,计算型C2,C2.LARGE16,4,16,3.73,1.87,1.27,1920,1920,19123.2,34560,57600
首尔,首尔一区,WINDOWS,计算型C2,C2.2XLARGE16,8,16,4.98,2.49,1.69,2560,2560,25497.6,46080,76800
首尔,首尔一区,WINDOWS,计算型C2,C2.2XLARGE32,8,32,7.47,3.73,2.54,3840,3840,38246.4,69120,115200
首尔,首尔一区,WINDOWS,计算型C2,C2.4XLARGE32,16,32,9.96,4.98,3.39,5120,5120,50995.2,92160,153600
首尔,首尔一区,WINDOWS,计算型C2,C2.4XLARGE64,16,64,14.94,7.47,5.08,7680,7680,76492.8,138240,230400
首尔,首尔一区,WINDOWS,计算型C2,C2.8XLARGE96,32,96,24.89,12.45,8.46,12800,12800,127488,230400,384000
首尔,首尔一区,WINDOWS,GPU计算型GN7,GN7.2XLARGE32,8,32,7.81,3.91,2.66,3750,3750,37350,67500,112500
首尔,首尔一区,WINDOWS,GPU计算型GN7,GN7.5XLARGE80,20,80,12.5,6.25,4.25,6000,6000,59760,108000,180000
首尔,首尔二区,WINDOWS,GPU计算型GN7,GN7.8XLARGE128,32,128,17.18,8.6,5.85,8250,8250,82170,148500,247500
首尔,首尔二区,WINDOWS,GPU计算型GN7,GN7.10XLARGE160,40,160,24.99,12.51,8.51,12000,12000,119520,216000,360000
首尔,首尔二区,WINDOWS,GPU计算型GN7,GN7.20XLARGE320,80,320,49.98,25.01,17.02,24000,24000,239040,432000,720000
首尔,首尔二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.2XLARGE40,10,40,22.76,22.76,22.76,10925,10925,108813,196650,327750
首尔,首尔二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.5XLARGE80,20,80,45.52,45.52,45.52,21850,21850,217626,393300,655500
首尔,首尔二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.10XLARGE160,40,160,91.05,91.05,91.05,43700,43700,435252,786600,1311000
首尔,首尔二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.20XLARGE320,80,320,182.09,182.09,182.09,87400,87400,870504,1573200,2622000
首尔,首尔二区,WINDOWS,高IO型BMI5,BMI5.24XLARGE384,96,384,50.68,50.68,50.68,36488,36488,363420.48,656784,1094640
首尔,首尔二区,WINDOWS,GPU型BMG5t,BMG5t.24XLARGE384,96,384,63.56,63.56,63.56,45766,45766,455829.36,823788,1372980
东京,东京二区,WINDOWS,标准型S5,S5.SMALL1,1,1,0.19,0.19,0.19,98,98,976.08,1764,2940
东京,东京一区,WINDOWS,标准型S5,S5.SMALL2,1,2,0.38,0.38,0.38,196,196,1952.16,3528,5880
东京,东京一区,WINDOWS,标准型S5,S5.SMALL4,1,4,0.68,0.68,0.68,348,348,3466.08,6264,10440
东京,东京二区,WINDOWS,标准型S5,S5.MEDIUM2,2,2,0.38,0.38,0.38,196,196,1952.16,3528,5880
东京,东京二区,WINDOWS,标准型S5,S5.MEDIUM4,2,4,0.76,0.76,0.76,393,393,3914.28,7074,11790
东京,东京二区,WINDOWS,标准型S5,S5.MEDIUM8,2,8,1.35,1.35,1.35,696,696,6932.16,12528,20880
东京,东京二区,WINDOWS,标准型S5,S5.LARGE4,4,4,1.35,1.35,1.35,696,696,6932.16,12528,20880
东京,东京二区,WINDOWS,标准型S5,S5.LARGE8,4,8,1.8,1.8,1.8,928,928,9242.88,16704,27840
东京,东京二区,WINDOWS,标准型S5,S5.LARGE16,4,16,2.71,2.71,2.71,1392,1392,13864.32,25056,41760
东京,东京二区,WINDOWS,标准型S5,S5.2XLARGE16,8,16,3.61,3.61,3.61,1856,1856,18485.76,33408,55680
东京,东京二区,WINDOWS,标准型S5,S5.2XLARGE32,8,32,5.41,5.41,5.41,2784,2784,27728.64,50112,83520
东京,东京一区,WINDOWS,标准型S5,S5.2XLARGE64,8,64,9.02,9.02,9.02,4640,4640,46214.4,83520,139200
东京,东京一区,WINDOWS,标准型S5,S5.3XLARGE24,12,24,5.41,5.41,5.41,2784,2784,27728.64,50112,83520
东京,东京二区,WINDOWS,标准型S5,S5.4XLARGE32,16,32,7.22,7.22,7.22,3712,3712,36971.52,66816,111360
东京,东京二区,WINDOWS,标准型S5,S5.4XLARGE64,16,64,10.83,10.83,10.83,5568,5568,55457.28,100224,167040
东京,东京二区,WINDOWS,标准型S5,S5.6XLARGE48,24,48,10.83,10.83,10.83,5568,5568,55457.28,100224,167040
东京,东京二区,WINDOWS,标准型S5,S5.6XLARGE96,24,96,16.24,16.24,16.24,8352,8352,83185.92,150336,250560
东京,东京二区,WINDOWS,标准型S5,S5.8XLARGE64,32,64,14.44,14.44,14.44,7424,7424,73943.04,133632,222720
东京,东京二区,WINDOWS,标准型S5,S5.8XLARGE128,32,128,21.65,21.65,21.65,11136,11136,110914.56,200448,334080
东京,东京二区,WINDOWS,标准型S5,S5.12XLARGE96,48,96,21.65,21.65,21.65,11136,11136,110914.56,200448,334080
东京,东京二区,WINDOWS,标准型S5,S5.12XLARGE192,48,192,32.48,32.48,32.48,16704,16704,166371.84,300672,501120
东京,东京二区,WINDOWS,标准型S5,S5.16XLARGE256,64,256,43.31,43.31,43.31,22272,22272,221829.12,400896,668160
东京,东京一区,WINDOWS,标准型S5,S5.21XLARGE320,84,320,55.04,55.04,55.04,28304,28304,281907.84,509472,849120
东京,东京一区,WINDOWS,标准型S3,S3.SMALL1,1,1,0.19,0.1,0.06,98,98,976.08,1764,2940
东京,东京一区,WINDOWS,标准型S3,S3.SMALL2,1,2,0.38,0.19,0.13,196,196,1952.16,3528,5880
东京,东京一区,WINDOWS,标准型S3,S3.SMALL4,1,4,0.68,0.34,0.23,348,348,3466.08,6264,10440
东京,东京一区,WINDOWS,标准型S3,S3.MEDIUM2,2,2,0.38,0.19,0.13,196,196,1952.16,3528,5880
东京,东京一区,WINDOWS,标准型S3,S3.MEDIUM4,2,4,0.76,0.38,0.26,393,393,3914.28,7074,11790
东京,东京一区,WINDOWS,标准型S3,S3.MEDIUM8,2,8,1.35,0.68,0.46,696,696,6932.16,12528,20880
东京,东京一区,WINDOWS,标准型S3,S3.LARGE4,4,4,1.35,0.68,0.46,696,696,6932.16,12528,20880
东京,东京一区,WINDOWS,标准型S3,S3.LARGE8,4,8,1.8,0.9,0.61,928,928,9242.88,16704,27840
东京,东京一区,WINDOWS,标准型S3,S3.LARGE16,4,16,2.71,1.35,0.92,1392,1392,13864.32,25056,41760
东京,东京一区,WINDOWS,标准型S3,S3.2XLARGE16,8,16,3.61,1.8,1.23,1856,1856,18485.76,33408,55680
东京,东京一区,WINDOWS,标准型S3,S3.2XLARGE32,8,32,5.41,2.71,1.84,2784,2784,27728.64,50112,83520
东京,东京一区,WINDOWS,标准型S3,S3.3XLARGE24,12,24,5.41,2.71,1.84,2784,2784,27728.64,50112,83520
东京,东京一区,WINDOWS,标准型S3,S3.3XLARGE48,12,48,8.12,4.06,2.76,4176,4176,41592.96,75168,125280
东京,东京一区,WINDOWS,标准型S3,S3.4XLARGE32,16,32,7.22,3.61,2.45,3712,3712,36971.52,66816,111360
东京,东京一区,WINDOWS,标准型S3,S3.4XLARGE64,16,64,10.83,5.41,3.68,5568,5568,55457.28,100224,167040
东京,东京一区,WINDOWS,标准型S3,S3.6XLARGE48,24,48,10.83,5.41,3.68,5568,5568,55457.28,100224,167040
东京,东京一区,WINDOWS,标准型S3,S3.6XLARGE96,24,96,16.24,8.12,5.52,8352,8352,83185.92,150336,250560
东京,东京一区,WINDOWS,标准型S3,S3.8XLARGE64,32,64,14.44,7.22,4.91,7424,7424,73943.04,133632,222720
东京,东京一区,WINDOWS,标准型S3,S3.8XLARGE128,32,128,21.65,10.83,7.36,11136,11136,110914.56,200448,334080
东京,东京一区,WINDOWS,标准型S3,S3.12XLARGE96,48,96,21.65,10.83,7.36,11136,11136,110914.56,200448,334080
东京,东京一区,WINDOWS,标准型S3,S3.12XLARGE192,48,192,32.48,16.24,11.04,16704,16704,166371.84,300672,501120
东京,东京一区,WINDOWS,标准型S3,S3.16XLARGE256,64,256,43.31,21.65,14.72,22272,22272,221829.12,400896,668160
东京,东京一区,WINDOWS,标准型S3,S3.20XLARGE320,80,320,54.14,27.06,18.4,27840,27840,277286.4,501120,835200
东京,东京一区,WINDOWS,标准型S2,S2.SMALL1,1,1,0.19,0.1,0.06,98,98,976.08,1764,2940
东京,东京一区,WINDOWS,标准型S2,S2.SMALL2,1,2,0.38,0.19,0.15,196,196,1952.16,3528,5880
东京,东京一区,WINDOWS,标准型S2,S2.MEDIUM2,2,2,0.38,0.19,0.15,196,196,1952.16,3528,5880
东京,东京一区,WINDOWS,标准型S2,S2.MEDIUM4,2,4,0.76,0.38,0.26,393,393,3914.28,7074,11790
东京,东京一区,WINDOWS,标准型S2,S2.MEDIUM8,2,8,1.36,0.68,0.46,696,696,6932.16,12528,20880
东京,东京一区,WINDOWS,标准型S2,S2.LARGE4,4,4,1.36,0.68,0.46,696,696,6932.16,12528,20880
东京,东京一区,WINDOWS,标准型S2,S2.LARGE8,4,8,1.81,0.9,0.61,928,928,9242.88,16704,27840
东京,东京一区,WINDOWS,标准型S2,S2.LARGE16,4,16,2.71,1.36,0.92,1392,1392,13864.32,25056,41760
东京,东京一区,WINDOWS,标准型S2,S2.2XLARGE16,8,16,3.62,1.81,1.23,1856,1856,18485.76,33408,55680
东京,东京一区,WINDOWS,标准型S2,S2.2XLARGE32,8,32,5.42,2.71,1.84,2784,2784,27728.64,50112,83520
东京,东京一区,WINDOWS,标准型S2,S2.3XLARGE24,12,24,5.42,2.71,1.84,2784,2784,27728.64,50112,83520
东京,东京一区,WINDOWS,标准型S2,S2.3XLARGE48,12,48,8.14,4.07,2.77,4176,4176,41592.96,75168,125280
东京,东京一区,WINDOWS,标准型S2,S2.4XLARGE32,16,32,7.23,3.62,2.46,3712,3712,36971.52,66816,111360
东京,东京一区,WINDOWS,标准型S2,S2.4XLARGE64,16,64,10.85,5.42,3.69,5568,5568,55457.28,100224,167040
东京,东京一区,WINDOWS,标准型S2,S2.6XLARGE48,24,48,10.85,5.42,3.69,5568,5568,55457.28,100224,167040
东京,东京一区,WINDOWS,标准型S2,S2.6XLARGE96,24,96,16.27,8.13,5.53,8352,8352,83185.92,150336,250560
东京,东京一区,WINDOWS,标准型S2,S2.8XLARGE64,32,64,14.46,7.23,4.92,7424,7424,73943.04,133632,222720
东京,东京一区,WINDOWS,标准型S2,S2.8XLARGE128,32,128,21.7,10.85,7.38,11136,11136,110914.56,200448,334080
东京,东京一区,WINDOWS,标准型S2,S2.14XLARGE224,56,224,37.97,18.98,12.91,19488,19488,194100.48,350784,584640
东京,东京二区,WINDOWS,内存型M5,M5.SMALL8,1,8,0.77,0.77,0.77,396,396,3944.16,7128,11880
东京,东京二区,WINDOWS,内存型M5,M5.MEDIUM16,2,16,1.54,1.54,1.54,792,792,7888.32,14256,23760
东京,东京二区,WINDOWS,内存型M5,M5.LARGE32,4,32,3.08,3.08,3.08,1584,1584,15776.64,28512,47520
东京,东京二区,WINDOWS,内存型M5,M5.2XLARGE64,8,64,6.16,6.16,6.16,3168,3168,31553.28,57024,95040
东京,东京二区,WINDOWS,内存型M5,M5.3XLARGE96,12,96,9.24,9.24,9.24,4752,4752,47329.92,85536,142560
东京,东京二区,WINDOWS,内存型M5,M5.4XLARGE128,16,128,12.32,12.32,12.32,6336,6336,63106.56,114048,190080
东京,东京二区,WINDOWS,内存型M5,M5.6XLARGE192,24,192,18.48,18.48,18.48,9504,9504,94659.84,171072,285120
东京,东京二区,WINDOWS,内存型M5,M5.8XLARGE256,32,256,24.64,24.64,24.64,12672,12672,126213.12,228096,380160
东京,东京二区,WINDOWS,内存型M5,M5.16XLARGE512,64,512,49.27,49.27,49.27,25344,25344,252426.24,456192,760320
东京,东京二区,WINDOWS,内存型M5,M5.21XLARGE700,84,700,66.63,66.63,66.63,34272,34272,341349.12,616896,1028160
东京,东京一区,WINDOWS,内存型M2,M2.SMALL8,1,8,1.14,0.57,0.39,584,584,5816.64,10512,17520
东京,东京一区,WINDOWS,内存型M2,M2.MEDIUM16,2,16,2.27,1.14,0.77,1168,1168,11633.28,21024,35040
东京,东京一区,WINDOWS,内存型M2,M2.LARGE32,4,32,4.55,2.27,1.55,2336,2336,23266.56,42048,70080
东京,东京一区,WINDOWS,内存型M2,M2.2XLARGE64,8,64,9.1,4.55,3.09,4672,4672,46533.12,84096,140160
东京,东京一区,WINDOWS,内存型M2,M2.3XLARGE96,12,96,13.64,6.82,4.64,7008,7008,69799.68,126144,210240
东京,东京一区,WINDOWS,内存型M2,M2.4XLARGE128,16,128,18.19,9.09,6.18,9344,9344,93066.24,168192,280320
东京,东京一区,WINDOWS,内存型M2,M2.6XLARGE192,24,192,27.29,13.64,9.28,14016,14016,139599.36,252288,420480
东京,东京一区,WINDOWS,内存型M2,M2.8XLARGE256,32,256,36.38,18.19,12.37,18688,18688,186132.48,336384,560640
东京,东京一区,WINDOWS,内存型M2,M2.12XLARGE384,48,384,54.58,27.28,18.55,28032,28032,279198.72,504576,840960
东京,东京一区,WINDOWS,内存型M2,M2.14XLARGE448,56,448,63.67,31.83,21.65,32704,32704,325731.84,588672,981120
东京,东京二区,WINDOWS,计算型C4,C4.LARGE8,4,8,2.07,2.07,2.07,1064,1064,10597.44,19152,31920
东京,东京二区,WINDOWS,计算型C4,C4.LARGE16,4,16,3.1,3.1,3.1,1596,1596,15896.16,28728,47880
东京,东京二区,WINDOWS,计算型C4,C4.2XLARGE16,8,16,4.14,4.14,4.14,2128,2128,21194.88,38304,63840
东京,东京二区,WINDOWS,计算型C4,C4.2XLARGE32,8,32,6.21,6.21,6.21,3192,3192,31792.32,57456,95760
东京,东京二区,WINDOWS,计算型C4,C4.4XLARGE32,16,32,8.28,8.28,8.28,4256,4256,42389.76,76608,127680
东京,东京二区,WINDOWS,计算型C4,C4.4XLARGE64,16,64,12.41,12.41,12.41,6384,6384,63584.64,114912,191520
东京,东京二区,WINDOWS,计算型C4,C4.8XLARGE64,32,64,16.55,16.55,16.55,8512,8512,84779.52,153216,255360
东京,东京二区,WINDOWS,计算型C4,C4.8XLARGE128,32,128,24.83,24.83,24.83,12768,12768,127169.28,229824,383040
东京,东京二区,WINDOWS,计算型C4,C4.8XLARGE174,32,174,30.78,30.78,30.78,15827,15827,157636.92,284886,474810
东京,东京二区,WINDOWS,计算型C4,C4.16XLARGE256,64,256,49.66,49.66,49.66,25536,25536,254338.56,459648,766080
东京,东京二区,WINDOWS,计算型C4,C4.16XLARGE348,64,348,61.55,61.55,61.55,31654,31654,315273.84,569772,949620
东京,东京一区,WINDOWS,计算型C2,C2.MEDIUM2,2,2,0.78,0.39,0.26,399,399,3974.04,7182,11970
东京,东京一区,WINDOWS,计算型C2,C2.MEDIUM4,2,4,1.03,0.52,0.35,532,532,5298.72,9576,15960
东京,东京一区,WINDOWS,计算型C2,C2.MEDIUM8,2,8,1.55,0.78,0.53,798,798,7948.08,14364,23940
东京,东京一区,WINDOWS,计算型C2,C2.LARGE8,4,8,2.07,1.03,0.7,1064,1064,10597.44,19152,31920
东京,东京一区,WINDOWS,计算型C2,C2.LARGE16,4,16,3.1,1.55,1.05,1596,1596,15896.16,28728,47880
东京,东京一区,WINDOWS,计算型C2,C2.2XLARGE16,8,16,4.14,2.07,1.41,2128,2128,21194.88,38304,63840
东京,东京一区,WINDOWS,计算型C2,C2.2XLARGE32,8,32,6.2,3.1,2.11,3192,3192,31792.32,57456,95760
东京,东京一区,WINDOWS,计算型C2,C2.4XLARGE32,16,32,8.27,4.14,2.81,4256,4256,42389.76,76608,127680
东京,东京一区,WINDOWS,计算型C2,C2.4XLARGE64,16,64,12.4,6.2,4.22,6384,6384,63584.64,114912,191520
东京,东京一区,WINDOWS,计算型C2,C2.8XLARGE96,32,96,20.67,10.34,7.03,10640,10640,105974.4,191520,319200
东京,东京二区,WINDOWS,GPU计算型GN7,GN7.2XLARGE32,8,32,8.85,4.43,3.01,4250,4250,42330,76500,127500
东京,东京二区,WINDOWS,GPU计算型GN7,GN7.5XLARGE80,20,80,14.16,7.09,4.82,6800,6800,67728,122400,204000
东京,东京二区,WINDOWS,GPU计算型GN7,GN7.8XLARGE128,32,128,19.47,9.75,6.62,9350,9350,93126,168300,280500
东京,东京二区,WINDOWS,GPU计算型GN7,GN7.10XLARGE160,40,160,28.32,14.18,9.63,13600,13600,135456,244800,408000
东京,东京二区,WINDOWS,GPU计算型GN7,GN7.20XLARGE320,80,320,56.65,28.35,19.26,27200,27200,270912,489600,816000
东京,东京二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.2XLARGE40,10,40,23.96,23.96,23.96,11500,11500,114540,207000,345000
东京,东京二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.5XLARGE80,20,80,47.92,47.92,47.92,23000,23000,229080,414000,690000
东京,东京二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.10XLARGE160,40,160,95.83,95.83,95.83,46000,46000,458160,828000,1380000
东京,东京二区,WINDOWS,GPU计算型GN10Xp,GN10Xp.20XLARGE320,80,320,191.66,191.66,191.66,92000,92000,916320,1656000,2760000
东京,东京二区,WINDOWS,高IO型BMI5,BMI5.24XLARGE384,96,384,54.56,54.56,54.56,39280,39280,391228.8,707040,1178400
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.SMALL1,1,1,0.12,0.12,0.12,56,56,557.76,1008,1680
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.SMALL2,1,2,0.23,0.23,0.23,111,111,1105.56,1998,3330
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.SMALL4,1,4,0.53,0.53,0.53,252,252,2509.92,4536,7560
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.MEDIUM2,2,2,0.23,0.23,0.23,111,111,1105.56,1998,3330
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.MEDIUM4,2,4,0.46,0.46,0.46,222,222,2211.12,3996,6660
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.MEDIUM8,2,8,1.05,1.05,1.05,504,504,5019.84,9072,15120
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.LARGE4,4,4,1.05,1.05,1.05,504,504,5019.84,9072,15120
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.LARGE8,4,8,1.4,1.4,1.4,672,672,6693.12,12096,20160
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.LARGE16,4,16,2.1,2.1,2.1,1008,1008,10039.68,18144,30240
新加坡,新加坡四区,WINDOWS,标准型SA2,SA2.2XLARGE16,8,16,3.38,3.38,3.38,1624,1624,16175.04,29232,48720
新加坡,新加坡四区,WINDOWS,标准型SA2,SA2.2XLARGE32,8,32,5.08,5.08,5.08,2440,2440,24302.4,43920,73200
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.4XLARGE32,16,32,5.6,5.6,5.6,2688,2688,26772.48,48384,80640
新加坡,新加坡三区,WINDOWS,标准型SA2,SA2.4XLARGE64,16,64,8.4,8.4,8.4,4032,4032,40158.72,72576,120960
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.8XLARGE64,32,64,11.2,11.2,11.2,5376,5376,53544.96,96768,161280
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.12XLARGE96,48,96,16.8,16.8,16.8,8064,8064,80317.44,145152,241920
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.16XLARGE128,64,128,22.4,22.4,22.4,10752,10752,107089.92,193536,322560
新加坡,新加坡三区,WINDOWS,标准型SA2,SA2.16XLARGE256,64,256,33.6,33.6,33.6,16128,16128,160634.88,290304,483840
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.20XLARGE160,80,160,28,28,28,13440,13440,133862.4,241920,403200
新加坡,新加坡三区,WINDOWS,标准型SA2,SA2.22XLARGE480,90,480,57.76,57.76,57.76,27720,27720,276091.2,498960,831600
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.32XLARGE256,128,256,44.8,44.8,44.8,21504,21504,214179.84,387072,645120
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.40XLARGE320,160,320,56,56,56,26880,26880,267724.8,483840,806400
新加坡,新加坡二区,WINDOWS,标准型SA2,SA2.45XLARGE464,180,464,72.11,72.11,72.11,34608,34608,344695.68,622944,1038240
新加坡,新加坡三区,WINDOWS,标准型SA2,SA2.45XLARGE960,180,960,115.51,115.51,115.51,55440,55440,552182.4,997920,1663200
新加坡,新加坡一区,WINDOWS,标准型S5,S5.SMALL1,1,1,0.16,0.16,0.16,83,83,826.68,1494,2490
新加坡,新加坡二区,WINDOWS,标准型S5,S5.SMALL2,1,2,0.32,0.32,0.32,165,165,1643.4,2970,4950
新加坡,新加坡二区,WINDOWS,标准型S5,S5.SMALL4,1,4,0.6,0.6,0.6,306,306,3047.76,5508,9180
新加坡,新加坡一区,WINDOWS,标准型S5,S5.MEDIUM2,2,2,0.32,0.32,0.32,165,165,1643.4,2970,4950
新加坡,新加坡一区,WINDOWS,标准型S5,S5.MEDIUM4,2,4,0.64,0.64,0.64,331,331,3296.76,5958,9930
新加坡,新加坡一区,WINDOWS,标准型S5,S5.MEDIUM8,2,8,1.19,1.19,1.19,612,612,6095.52,11016,18360
新加坡,新加坡一区,WINDOWS,标准型S5,S5.LARGE4,4,4,1.19,1.19,1.19,612,612,6095.52,11016,18360
新加坡,新加坡一区,WINDOWS,标准型S5,S5.LARGE8,4,8,1.59,1.59,1.59,816,816,8127.36,14688,24480
新加坡,新加坡一区,WINDOWS,标准型S5,S5.LARGE16,4,16,2.38,2.38,2.38,1224,1224,12191.04,22032,36720
新加坡,新加坡一区,WINDOWS,标准型S5,S5.2XLARGE16,8,16,3.17,3.17,3.17,1632,1632,16254.72,29376,48960
新加坡,新加坡一区,WINDOWS,标准型S5,S5.2XLARGE32,8,32,4.76,4.76,4.76,2448,2448,24382.08,44064,73440
新加坡,新加坡一区,WINDOWS,标准型S5,S5.4XLARGE32,16,32,6.35,6.35,6.35,3264,3264,32509.44,58752,97920
新加坡,新加坡一区,WINDOWS,标准型S5,S5.4XLARGE64,16,64,9.52,9.52,9.52,4896,4896,48764.16,88128,146880
新加坡,新加坡一区,WINDOWS,标准型S5,S5.6XLARGE48,24,48,9.52,9.52,9.52,4896,4896,48764.16,88128,146880
新加坡,新加坡一区,WINDOWS,标准型S5,S5.6XLARGE96,24,96,14.28,14.28,14.28,7344,7344,73146.24,132192,220320
新加坡,新加坡一区,WINDOWS,标准型S5,S5.8XLARGE64,32,64,12.69,12.69,12.69,6528,6528,65018.88,117504,195840
新加坡,新加坡一区,WINDOWS,标准型S5,S5.8XLARGE128,32,128,19.04,19.04,19.04,9792,9792,97528.32,176256,293760
新加坡,新加坡一区,WINDOWS,标准型S5,S5.12XLARGE96,48,96,19.04,19.04,19.04,9792,9792,97528.32,176256,293760
新加坡,新加坡一区,WINDOWS,标准型S5,S5.12XLARGE192,48,192,28.56,28.56,28.56,14688,14688,146292.48,264384,440640
新加坡,新加坡一区,WINDOWS,标准型S5,S5.16XLARGE256,64,256,38.08,38.08,38.08,19584,19584,195056.64,352512,587520
新加坡,新加坡一区,WINDOWS,标准型S3,S3.SMALL1,1,1,0.17,0.09,0.06,83,83,826.68,1494,2490
新加坡,新加坡一区,WINDOWS,标准型S3,S3.SMALL2,1,2,0.34,0.17,0.12,165,165,1643.4,2970,4950
新加坡,新加坡一区,WINDOWS,标准型S3,S3.SMALL4,1,4,0.83,0.41,0.28,396,396,3944.16,7128,11880
新加坡,新加坡一区,WINDOWS,标准型S3,S3.MEDIUM2,2,2,0.34,0.17,0.12,165,165,1643.4,2970,4950
新加坡,新加坡一区,WINDOWS,标准型S3,S3.MEDIUM4,2,4,0.69,0.34,0.23,331,331,3296.76,5958,9930
新加坡,新加坡一区,WINDOWS,标准型S3,S3.MEDIUM8,2,8,1.65,0.83,0.56,792,792,7888.32,14256,23760
新加坡,新加坡一区,WINDOWS,标准型S3,S3.LARGE4,4,4,1.65,0.83,0.56,792,792,7888.32,14256,23760
新加坡,新加坡一区,WINDOWS,标准型S3,S3.LARGE8,4,8,2.2,1.1,0.75,1056,1056,10517.76,19008,31680
新加坡,新加坡一区,WINDOWS,标准型S3,S3.LARGE16,4,16,3.31,1.65,1.12,1584,1584,15776.64,28512,47520
新加坡,新加坡一区,WINDOWS,标准型S3,S3.2XLARGE16,8,16,4.41,2.2,1.5,2112,2112,21035.52,38016,63360
新加坡,新加坡一区,WINDOWS,标准型S3,S3.2XLARGE32,8,32,6.62,3.31,2.25,3168,3168,31553.28,57024,95040
新加坡,新加坡一区,WINDOWS,标准型S3,S3.3XLARGE24,12,24,6.61,3.31,2.25,3168,3168,31553.28,57024,95040
新加坡,新加坡一区,WINDOWS,标准型S3,S3.3XLARGE48,12,48,9.92,4.96,3.37,4752,4752,47329.92,85536,142560
新加坡,新加坡一区,WINDOWS,标准型S3,S3.4XLARGE32,16,32,8.82,4.41,3,4224,4224,42071.04,76032,126720
新加坡,新加坡一区,WINDOWS,标准型S3,S3.4XLARGE64,16,64,13.23,6.62,4.5,6336,6336,63106.56,114048,190080
新加坡,新加坡一区,WINDOWS,标准型S3,S3.6XLARGE48,24,48,13.22,6.61,4.5,6336,6336,63106.56,114048,190080
新加坡,新加坡一区,WINDOWS,标准型S3,S3.6XLARGE96,24,96,19.85,9.92,6.75,9504,9504,94659.84,171072,285120
新加坡,新加坡一区,WINDOWS,标准型S3,S3.8XLARGE64,32,64,17.63,8.82,5.99,8448,8448,84142.08,152064,253440
新加坡,新加坡一区,WINDOWS,标准型S3,S3.8XLARGE128,32,128,26.46,13.23,9,12672,12672,126213.12,228096,380160
新加坡,新加坡一区,WINDOWS,标准型S3,S3.12XLARGE96,48,96,26.45,13.22,8.99,12672,12672,126213.12,228096,380160
